task_id,image_path,image_name,original_width,original_height,pupil_center_x,pupil_center_y,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,synthetic_quality
109,clean/0aa99abf5e46e9be798a1781ff48e5d6e8be6e156efef423f73adcb3ba5da2ce_left.png,0aa99abf5e46e9be798a1781ff48e5d6e8be6e156efef423f73adcb3ba5da2ce_left.png,128,96,63,50,56,43,70,57,14,14,good_for_synthetic
110,clean/0aa99abf5e46e9be798a1781ff48e5d6e8be6e156efef423f73adcb3ba5da2ce_right.png,0aa99abf5e46e9be798a1781ff48e5d6e8be6e156efef423f73adcb3ba5da2ce_right.png,128,96,63,53,57,46,70,60,13,14,good_for_synthetic
111,clean/0ad3f117a09f0b3a7f89828aa36d6220833a090b0fe31656d353d0137a95df0d_left.png,0ad3f117a09f0b3a7f89828aa36d6220833a090b0fe31656d353d0137a95df0d_left.png,128,96,62,51,54,44,71,59,17,15,good_for_synthetic
112,clean/0ad3f117a09f0b3a7f89828aa36d6220833a090b0fe31656d353d0137a95df0d_right.png,0ad3f117a09f0b3a7f89828aa36d6220833a090b0fe31656d353d0137a95df0d_right.png,128,96,68,55,64,49,72,61,9,12,good_for_synthetic
113,clean/0ad905dc2f51dea354dcd0c710857c7431fd470b4903b28df4839a2a9d8b9690_left.png,0ad905dc2f51dea354dcd0c710857c7431fd470b4903b28df4839a2a9d8b9690_left.png,128,96,62,50,57,45,67,56,10,10,good_for_synthetic
114,clean/0ad905dc2f51dea354dcd0c710857c7431fd470b4903b28df4839a2a9d8b9690_right.png,0ad905dc2f51dea354dcd0c710857c7431fd470b4903b28df4839a2a9d8b9690_right.png,128,96,63,47,55,40,70,56,15,16,good_for_synthetic
115,clean/0ae236d0e6de8e6ecb67f0cc24241d7b82baa997671088863ef4c7b51c22c808_left.png,0ae236d0e6de8e6ecb67f0cc24241d7b82baa997671088863ef4c7b51c22c808_left.png,128,96,53,56,46,50,60,64,14,14,good_for_synthetic
116,clean/0ae236d0e6de8e6ecb67f0cc24241d7b82baa997671088863ef4c7b51c22c808_right.png,0ae236d0e6de8e6ecb67f0cc24241d7b82baa997671088863ef4c7b51c22c808_right.png,128,96,42,60,35,52,50,68,15,15,good_for_synthetic
117,clean/0b04c060d9329bfeb86b050cc0e72a2b847aee7fd6eb43ff78567a7e8a9b9117_left.png,0b04c060d9329bfeb86b050cc0e72a2b847aee7fd6eb43ff78567a7e8a9b9117_left.png,128,96,75,50,68,44,82,57,15,13,good_for_synthetic
118,clean/0b04c060d9329bfeb86b050cc0e72a2b847aee7fd6eb43ff78567a7e8a9b9117_right.png,0b04c060d9329bfeb86b050cc0e72a2b847aee7fd6eb43ff78567a7e8a9b9117_right.png,128,96,73,50,66,44,80,56,14,12,good_for_synthetic
119,clean/0b15c8870627eeb8a6775fef6a45d64224551351ebaeaaac11b7e450ea749f40_left.png,0b15c8870627eeb8a6775fef6a45d64224551351ebaeaaac11b7e450ea749f40_left.png,128,96,68,59,62,52,74,63,12,11,good_for_synthetic
120,clean/0b15c8870627eeb8a6775fef6a45d64224551351ebaeaaac11b7e450ea749f40_right.png,0b15c8870627eeb8a6775fef6a45d64224551351ebaeaaac11b7e450ea749f40_right.png,128,96,72,54,68,49,77,59,10,10,good_for_synthetic
121,clean/0b1a4a897226e0e435290049dac7215f52c05437e44d03ef80c74d4acfc35f4e_left.png,0b1a4a897226e0e435290049dac7215f52c05437e44d03ef80c74d4acfc35f4e_left.png,128,96,71,45,65,39,77,51,12,12,good_for_synthetic
122,clean/0b1a4a897226e0e435290049dac7215f52c05437e44d03ef80c74d4acfc35f4e_right.png,0b1a4a897226e0e435290049dac7215f52c05437e44d03ef80c74d4acfc35f4e_right.png,128,96,76,45,67,36,86,55,19,19,good_for_synthetic
123,clean/0b66332f730f5d4edd09606386cb516d218a678add3885a8a43f9beff68b2087_left.png,0b66332f730f5d4edd09606386cb516d218a678add3885a8a43f9beff68b2087_left.png,128,96,70,54,65,49,76,59,11,10,good_for_synthetic
124,clean/0b66332f730f5d4edd09606386cb516d218a678add3885a8a43f9beff68b2087_right.png,0b66332f730f5d4edd09606386cb516d218a678add3885a8a43f9beff68b2087_right.png,128,96,66,56,61,51,71,61,10,11,good_for_synthetic
125,clean/0ba3e9c7fc4ed1bec27e9351d14d41b6d5176d4d04d271ba06726eb474380b6c_left.png,0ba3e9c7fc4ed1bec27e9351d14d41b6d5176d4d04d271ba06726eb474380b6c_left.png,128,96,63,50,54,44,72,56,17,12,good_for_synthetic
126,clean/0ba3e9c7fc4ed1bec27e9351d14d41b6d5176d4d04d271ba06726eb474380b6c_right.png,0ba3e9c7fc4ed1bec27e9351d14d41b6d5176d4d04d271ba06726eb474380b6c_right.png,128,96,64,52,55,47,73,60,18,13,good_for_synthetic
127,clean/0bcd02b635684fe4f8f335d692658bbb5fd9a9801b901f408a4f5b154ce02f49_left.png,0bcd02b635684fe4f8f335d692658bbb5fd9a9801b901f408a4f5b154ce02f49_left.png,128,96,68,48,62,44,74,54,12,10,good_for_synthetic
128,clean/0bcd02b635684fe4f8f335d692658bbb5fd9a9801b901f408a4f5b154ce02f49_right.png,0bcd02b635684fe4f8f335d692658bbb5fd9a9801b901f408a4f5b154ce02f49_right.png,128,96,68,50,62,43,74,58,12,15,good_for_synthetic
129,clean/0bfa42e8e3210f455cbc70bc0dc8498ce8c5be27db6108223f388525e348b6e9_left.png,0bfa42e8e3210f455cbc70bc0dc8498ce8c5be27db6108223f388525e348b6e9_left.png,128,96,67,53,59,46,75,61,15,16,good_for_synthetic
130,clean/0bfa42e8e3210f455cbc70bc0dc8498ce8c5be27db6108223f388525e348b6e9_right.png,0bfa42e8e3210f455cbc70bc0dc8498ce8c5be27db6108223f388525e348b6e9_right.png,128,96,66,50,58,42,75,59,17,17,good_for_synthetic
131,clean/0c343abbdb2287f31e8c7edea8b82829bd6bc1bca880735c46e28a2cb2fa2f55_left.png,0c343abbdb2287f31e8c7edea8b82829bd6bc1bca880735c46e28a2cb2fa2f55_left.png,128,96,60,49,54,43,67,55,13,12,good_for_synthetic
132,clean/0c343abbdb2287f31e8c7edea8b82829bd6bc1bca880735c46e28a2cb2fa2f55_right.png,0c343abbdb2287f31e8c7edea8b82829bd6bc1bca880735c46e28a2cb2fa2f55_right.png,128,96,61,45,54,39,68,52,14,13,good_for_synthetic
133,clean/0c5f6f6404f20a0128bf3b518a74f09d579c3779a646e2cecee16038c457375d_left.png,0c5f6f6404f20a0128bf3b518a74f09d579c3779a646e2cecee16038c457375d_left.png,128,96,66,50,59,44,73,59,14,14,good_for_synthetic
134,clean/0c5f6f6404f20a0128bf3b518a74f09d579c3779a646e2cecee16038c457375d_right.png,0c5f6f6404f20a0128bf3b518a74f09d579c3779a646e2cecee16038c457375d_right.png,128,96,66,51,59,44,73,58,14,14,good_for_synthetic
135,clean/0c6acabb497a9176a52e14913600837937fee1778bccb9914656fc853b581c6c_right.png,0c6acabb497a9176a52e14913600837937fee1778bccb9914656fc853b581c6c_right.png,128,96,66,52,60,46,71,57,11,11,good_for_synthetic
136,clean/0c6ccdd2e585ec63328e16b38a4bad575c07db3cb76d51a4a30bb3418ba9dc5c_right.png,0c6ccdd2e585ec63328e16b38a4bad575c07db3cb76d51a4a30bb3418ba9dc5c_right.png,128,96,70,52,61,42,78,61,18,19,good_for_synthetic
137,clean/0cde4eebe303ec2a2f306d31be8d250352cf65680eefbcdc3fe7ad139d00f0f3_left.png,0cde4eebe303ec2a2f306d31be8d250352cf65680eefbcdc3fe7ad139d00f0f3_left.png,128,96,64,49,59,43,69,54,10,11,good_for_synthetic
138,clean/0cde4eebe303ec2a2f306d31be8d250352cf65680eefbcdc3fe7ad139d00f0f3_right.png,0cde4eebe303ec2a2f306d31be8d250352cf65680eefbcdc3fe7ad139d00f0f3_right.png,128,96,63,50,57,43,69,56,12,13,good_for_synthetic
139,clean/0dadbff05eaac25feb039444cf715328e6c6f8edd5d1db142136bcb726bc1c26_left.png,0dadbff05eaac25feb039444cf715328e6c6f8edd5d1db142136bcb726bc1c26_left.png,128,96,65,56,60,51,70,62,10,11,good_for_synthetic
140,clean/0dadbff05eaac25feb039444cf715328e6c6f8edd5d1db142136bcb726bc1c26_right.png,0dadbff05eaac25feb039444cf715328e6c6f8edd5d1db142136bcb726bc1c26_right.png,128,96,68,49,59,40,77,58,18,18,good_for_synthetic
141,clean/0db378b60626c5633e73f0771bb7d7b4c96ea57a08d7bf320ccbe52ec57b1377_left.png,0db378b60626c5633e73f0771bb7d7b4c96ea57a08d7bf320ccbe52ec57b1377_left.png,128,96,55,41,48,33,64,49,16,16,good_for_synthetic
142,clean/0ddcdaea20778a167b5212bce6402b3c60c0af1445d55c23583ad37d27940912_left.png,0ddcdaea20778a167b5212bce6402b3c60c0af1445d55c23583ad37d27940912_left.png,128,96,66,52,59,44,74,60,16,16,good_for_synthetic
143,clean/0ddcdaea20778a167b5212bce6402b3c60c0af1445d55c23583ad37d27940912_right.png,0ddcdaea20778a167b5212bce6402b3c60c0af1445d55c23583ad37d27940912_right.png,128,96,66,51,58,44,75,59,17,16,good_for_synthetic
144,clean/0e056d14cbfd7c58c64520058bfca0c475fe23d34e8d678f510781a050d59b4b_left.png,0e056d14cbfd7c58c64520058bfca0c475fe23d34e8d678f510781a050d59b4b_left.png,128,96,62,48,57,44,67,53,10,9,good_for_synthetic
145,clean/0e056d14cbfd7c58c64520058bfca0c475fe23d34e8d678f510781a050d59b4b_right.png,0e056d14cbfd7c58c64520058bfca0c475fe23d34e8d678f510781a050d59b4b_right.png,128,96,65,46,61,43,70,50,10,8,good_for_synthetic
146,clean/0e0c2baa90cdcb86980d4a95c2340aefcbee8eeeb729a2f9885a1b06ebbdc823_left.png,0e0c2baa90cdcb86980d4a95c2340aefcbee8eeeb729a2f9885a1b06ebbdc823_left.png,128,96,68,47,57,38,78,57,21,18,good_for_synthetic
147,clean/0e0c2baa90cdcb86980d4a95c2340aefcbee8eeeb729a2f9885a1b06ebbdc823_right.png,0e0c2baa90cdcb86980d4a95c2340aefcbee8eeeb729a2f9885a1b06ebbdc823_right.png,128,96,66,51,58,42,75,59,16,16,good_for_synthetic
148,clean/0e3abf518ae25bb9a631f3641ff13a36b3820f189605acc3c6f0d9b919470444_left.png,0e3abf518ae25bb9a631f3641ff13a36b3820f189605acc3c6f0d9b919470444_left.png,128,96,68,45,62,37,75,54,13,18,good_for_synthetic
149,clean/0e3abf518ae25bb9a631f3641ff13a36b3820f189605acc3c6f0d9b919470444_right.png,0e3abf518ae25bb9a631f3641ff13a36b3820f189605acc3c6f0d9b919470444_right.png,128,96,65,52,60,47,70,58,11,12,good_for_synthetic
150,clean/0e71805f698ec2c531774b18d0237d67255e668cd111a8803a19cc4874bb333c_left.png,0e71805f698ec2c531774b18d0237d67255e668cd111a8803a19cc4874bb333c_left.png,128,96,69,47,62,41,76,55,15,14,good_for_synthetic
151,clean/0e764cd134c20eaa3244ab184140e91ad0c79b98d0742acd034199c11c03910d_left.png,0e764cd134c20eaa3244ab184140e91ad0c79b98d0742acd034199c11c03910d_left.png,128,96,68,55,61,48,74,60,13,13,good_for_synthetic
152,clean/0f063771cf8c6c8af6cf26cfc2f82eafc6ff499ff9cb7e3157dee2de8f9ec4b2_left.png,0f063771cf8c6c8af6cf26cfc2f82eafc6ff499ff9cb7e3157dee2de8f9ec4b2_left.png,128,96,80,52,74,45,86,59,12,13,good_for_synthetic
153,clean/0f19702d9877db32787b3e5d1347dc1855d3c26706eb2c242dab9d79d7d6e1e8_left.png,0f19702d9877db32787b3e5d1347dc1855d3c26706eb2c242dab9d79d7d6e1e8_left.png,128,96,64,45,58,40,72,53,14,12,good_for_synthetic
154,clean/0f19702d9877db32787b3e5d1347dc1855d3c26706eb2c242dab9d79d7d6e1e8_right.png,0f19702d9877db32787b3e5d1347dc1855d3c26706eb2c242dab9d79d7d6e1e8_right.png,128,96,65,48,57,43,72,54,14,11,good_for_synthetic
155,clean/0f1a2e51b6720e4d2a776a8c04bb79769f584ab18ad808663c0a502bd7fdbfcd_left.png,0f1a2e51b6720e4d2a776a8c04bb79769f584ab18ad808663c0a502bd7fdbfcd_left.png,128,96,63,45,57,39,68,50,11,11,good_for_synthetic
156,clean/0f1a2e51b6720e4d2a776a8c04bb79769f584ab18ad808663c0a502bd7fdbfcd_right.png,0f1a2e51b6720e4d2a776a8c04bb79769f584ab18ad808663c0a502bd7fdbfcd_right.png,128,96,61,51,54,45,68,58,14,13,good_for_synthetic
157,clean/0f230b6375d2940a38b735a961276348d74419d33982608f59080c69e3b397c4_left.png,0f230b6375d2940a38b735a961276348d74419d33982608f59080c69e3b397c4_left.png,128,96,69,54,61,49,77,60,15,11,good_for_synthetic
158,clean/0f230b6375d2940a38b735a961276348d74419d33982608f59080c69e3b397c4_right.png,0f230b6375d2940a38b735a961276348d74419d33982608f59080c69e3b397c4_right.png,128,96,63,54,57,48,69,60,12,12,good_for_synthetic
159,clean/0f31a0f33012c85aa13d06f3b22c8194a0be1738b8fa24e72589d45781548ca0_left.png,0f31a0f33012c85aa13d06f3b22c8194a0be1738b8fa24e72589d45781548ca0_left.png,128,96,71,46,65,41,78,53,13,12,good_for_synthetic
160,clean/0f31a0f33012c85aa13d06f3b22c8194a0be1738b8fa24e72589d45781548ca0_right.png,0f31a0f33012c85aa13d06f3b22c8194a0be1738b8fa24e72589d45781548ca0_right.png,128,96,66,49,60,42,73,55,13,13,good_for_synthetic
161,clean/0f576a98e8e196e5c77b7e0d8fc27d1f032aa2a476c09a247f8a60ee664a4572_left.png,0f576a98e8e196e5c77b7e0d8fc27d1f032aa2a476c09a247f8a60ee664a4572_left.png,128,96,67,49,57,41,76,57,18,16,good_for_synthetic
162,clean/0f576a98e8e196e5c77b7e0d8fc27d1f032aa2a476c09a247f8a60ee664a4572_right.png,0f576a98e8e196e5c77b7e0d8fc27d1f032aa2a476c09a247f8a60ee664a4572_right.png,128,96,64,48,57,41,72,55,15,14,good_for_synthetic
163,clean/0fc6dd0598e82e5da360ee43b0331a763326b10eebbdfbfa7d25a3524ddccf4c_left.png,0fc6dd0598e82e5da360ee43b0331a763326b10eebbdfbfa7d25a3524ddccf4c_left.png,128,96,65,52,60,46,71,58,11,12,good_for_synthetic
164,clean/0fc6dd0598e82e5da360ee43b0331a763326b10eebbdfbfa7d25a3524ddccf4c_right.png,0fc6dd0598e82e5da360ee43b0331a763326b10eebbdfbfa7d25a3524ddccf4c_right.png,128,96,66,48,59,43,72,55,13,12,good_for_synthetic
165,clean/0fe351dd9611085f6a798033040cfafa71373238992618d7fcb32b292c4397ee_left.png,0fe351dd9611085f6a798033040cfafa71373238992618d7fcb32b292c4397ee_left.png,128,96,48,41,41,36,56,48,15,12,good_for_synthetic
166,clean/0fe351dd9611085f6a798033040cfafa71373238992618d7fcb32b292c4397ee_right.png,0fe351dd9611085f6a798033040cfafa71373238992618d7fcb32b292c4397ee_right.png,128,96,65,49,57,42,75,57,18,15,good_for_synthetic
167,clean/0ff493ee0bb4c4b2deb2496695cba05dc5f7d1fbc14ab1add89d67d135e4e5f6_left.png,0ff493ee0bb4c4b2deb2496695cba05dc5f7d1fbc14ab1add89d67d135e4e5f6_left.png,128,96,60,51,56,48,64,56,9,9,good_for_synthetic
168,clean/0ff493ee0bb4c4b2deb2496695cba05dc5f7d1fbc14ab1add89d67d135e4e5f6_right.png,0ff493ee0bb4c4b2deb2496695cba05dc5f7d1fbc14ab1add89d67d135e4e5f6_right.png,128,96,65,48,59,42,71,53,12,11,good_for_synthetic
169,clean/1039f9f1998334fa09fe83502c0024aa041f00baf5b364d9a41d940e839d52a1_left.png,1039f9f1998334fa09fe83502c0024aa041f00baf5b364d9a41d940e839d52a1_left.png,128,96,43,49,37,43,50,54,13,11,good_for_synthetic
170,clean/109204f2822f75e2367d8dc5c75bf7f3172a9912f31803557658d2da2c566a40_left.png,109204f2822f75e2367d8dc5c75bf7f3172a9912f31803557658d2da2c566a40_left.png,128,96,60,44,55,41,65,49,9,8,good_for_synthetic
171,clean/109204f2822f75e2367d8dc5c75bf7f3172a9912f31803557658d2da2c566a40_right.png,109204f2822f75e2367d8dc5c75bf7f3172a9912f31803557658d2da2c566a40_right.png,128,96,60,52,53,45,67,59,14,14,good_for_synthetic
172,clean/10b46efc0efc09933af7ec0f9c777050668f1ef2816d0563e274b3cd16f22c7e_left.png,10b46efc0efc09933af7ec0f9c777050668f1ef2816d0563e274b3cd16f22c7e_left.png,128,96,65,51,56,42,76,60,20,17,good_for_synthetic
173,clean/10bf02fb56b000b362d2e1d5d2dbd3554a96dba2b3b56c4df11331407c3d9000_left.png,10bf02fb56b000b362d2e1d5d2dbd3554a96dba2b3b56c4df11331407c3d9000_left.png,128,96,56,50,48,43,65,59,17,16,good_for_synthetic
174,clean/10bf02fb56b000b362d2e1d5d2dbd3554a96dba2b3b56c4df11331407c3d9000_right.png,10bf02fb56b000b362d2e1d5d2dbd3554a96dba2b3b56c4df11331407c3d9000_right.png,128,96,50,57,46,53,55,62,9,10,bad_for_synthetic
175,clean/10f45fd1c9d767e77e1a7c081737c80446dde2a7fefc95077a6c6ee73a85f8e4_left.png,10f45fd1c9d767e77e1a7c081737c80446dde2a7fefc95077a6c6ee73a85f8e4_left.png,128,96,66,53,61,49,71,57,9,8,good_for_synthetic
176,clean/10f45fd1c9d767e77e1a7c081737c80446dde2a7fefc95077a6c6ee73a85f8e4_right.png,10f45fd1c9d767e77e1a7c081737c80446dde2a7fefc95077a6c6ee73a85f8e4_right.png,128,96,58,52,52,47,63,57,11,10,good_for_synthetic
177,clean/11517bebaf850212d0501def85db173edf9c5c31db1c9480cc53da019aa506d7_left.png,11517bebaf850212d0501def85db173edf9c5c31db1c9480cc53da019aa506d7_left.png,128,96,60,49,53,43,67,57,14,14,good_for_synthetic
178,clean/11517bebaf850212d0501def85db173edf9c5c31db1c9480cc53da019aa506d7_right.png,11517bebaf850212d0501def85db173edf9c5c31db1c9480cc53da019aa506d7_right.png,128,96,66,55,58,47,74,63,16,16,good_for_synthetic
179,clean/1182cb32c2e7ffdb92a9ac5dac8f70f563ec235584f0d4e55e4ac523d270a0ed_left.png,1182cb32c2e7ffdb92a9ac5dac8f70f563ec235584f0d4e55e4ac523d270a0ed_left.png,128,96,66,52,59,45,72,58,13,13,good_for_synthetic
180,clean/1182cb32c2e7ffdb92a9ac5dac8f70f563ec235584f0d4e55e4ac523d270a0ed_right.png,1182cb32c2e7ffdb92a9ac5dac8f70f563ec235584f0d4e55e4ac523d270a0ed_right.png,128,96,75,51,69,44,82,58,13,13,good_for_synthetic
181,clean/11a468464214b39c1aeab30ce43dfe7762a5a798d229ba2b965e40794ec5651f_left.png,11a468464214b39c1aeab30ce43dfe7762a5a798d229ba2b965e40794ec5651f_left.png,128,96,65,53,58,46,71,60,13,13,good_for_synthetic
182,clean/11f39159b9426d4fb74ea94c729fb38172270703880fe024aedac79b13bfcd3e_left.png,11f39159b9426d4fb74ea94c729fb38172270703880fe024aedac79b13bfcd3e_left.png,128,96,67,47,59,41,74,54,15,13,good_for_synthetic
183,clean/11f39159b9426d4fb74ea94c729fb38172270703880fe024aedac79b13bfcd3e_right.png,11f39159b9426d4fb74ea94c729fb38172270703880fe024aedac79b13bfcd3e_right.png,128,96,66,50,60,46,72,56,12,11,good_for_synthetic
184,clean/121b79450086061ab1adfcc9f90343eaa793815c8f0e7e5acaef6230f9462d6e_left.png,121b79450086061ab1adfcc9f90343eaa793815c8f0e7e5acaef6230f9462d6e_left.png,128,96,66,56,58,48,74,64,16,16,good_for_synthetic
185,clean/121b79450086061ab1adfcc9f90343eaa793815c8f0e7e5acaef6230f9462d6e_right.png,121b79450086061ab1adfcc9f90343eaa793815c8f0e7e5acaef6230f9462d6e_right.png,128,96,73,51,67,45,79,58,11,13,good_for_synthetic
186,clean/121dd77085625cbf4f2061c718f9e620c8313e3ef1e72456bb54ae7ca228be93_left.png,121dd77085625cbf4f2061c718f9e620c8313e3ef1e72456bb54ae7ca228be93_left.png,128,96,58,56,48,46,68,64,20,18,good_for_synthetic
187,clean/121dd77085625cbf4f2061c718f9e620c8313e3ef1e72456bb54ae7ca228be93_right.png,121dd77085625cbf4f2061c718f9e620c8313e3ef1e72456bb54ae7ca228be93_right.png,128,96,64,52,55,44,72,60,17,16,good_for_synthetic
188,clean/124e7b4cac7115eca207f1103f353503a3ea8c8842a9d0ebd2c7143aa57f5aae_left.png,124e7b4cac7115eca207f1103f353503a3ea8c8842a9d0ebd2c7143aa57f5aae_left.png,128,96,63,51,56,45,69,56,12,10,good_for_synthetic
189,clean/128e8498e0a0b11bfb5d42cce4b18cb61cc96ebcd6f226a9026cbbc78101e56f_right.png,128e8498e0a0b11bfb5d42cce4b18cb61cc96ebcd6f226a9026cbbc78101e56f_right.png,128,96,64,53,57,45,72,61,15,16,good_for_synthetic
190,clean/12bb36963e20574d0fb1a1b8b3de0ec9fcddcfd63d89c129c073768b058aa4fc_left.png,12bb36963e20574d0fb1a1b8b3de0ec9fcddcfd63d89c129c073768b058aa4fc_left.png,128,96,66,47,61,42,71,52,11,10,good_for_synthetic
191,clean/12c1c3ef843236f5bedf467237fff850c1040fbe1e6154c563276f8f70e30854_left.png,12c1c3ef843236f5bedf467237fff850c1040fbe1e6154c563276f8f70e30854_left.png,128,96,65,56,59,49,72,61,13,12,good_for_synthetic
192,clean/12c1c3ef843236f5bedf467237fff850c1040fbe1e6154c563276f8f70e30854_right.png,12c1c3ef843236f5bedf467237fff850c1040fbe1e6154c563276f8f70e30854_right.png,128,96,64,55,58,49,71,61,14,12,good_for_synthetic
193,clean/12c488dc22afe0ed9f8ea437470f1b0535a91073be9e663d35990f3ce0093e06_left.png,12c488dc22afe0ed9f8ea437470f1b0535a91073be9e663d35990f3ce0093e06_left.png,128,96,66,48,58,42,74,54,16,12,good_for_synthetic
194,clean/12d98cbe261fe14aa6701d7b3e015becf1cc3b2e0d3285b02ea73000555c4cb9_right.png,12d98cbe261fe14aa6701d7b3e015becf1cc3b2e0d3285b02ea73000555c4cb9_right.png,128,96,68,48,58,39,77,57,19,18,good_for_synthetic
195,clean/131ce3269d70da71b53c04e6078fab7016909aacb6968c18ac5ee466daca14c3_right.png,131ce3269d70da71b53c04e6078fab7016909aacb6968c18ac5ee466daca14c3_right.png,128,96,72,53,64,45,80,62,16,17,good_for_synthetic
196,clean/1356a7afba408ab669e753aee58e784edef7fc28ea8bb02291cf24e516415e68_left.png,1356a7afba408ab669e753aee58e784edef7fc28ea8bb02291cf24e516415e68_left.png,128,96,62,54,53,46,69,62,16,15,good_for_synthetic
197,clean/1356a7afba408ab669e753aee58e784edef7fc28ea8bb02291cf24e516415e68_right.png,1356a7afba408ab669e753aee58e784edef7fc28ea8bb02291cf24e516415e68_right.png,128,96,64,48,56,41,73,56,17,16,good_for_synthetic
198,clean/137344fa5e86db499493edc90dd42010535c2b94952d8dc4792548c4d981599f_left.png,137344fa5e86db499493edc90dd42010535c2b94952d8dc4792548c4d981599f_left.png,128,96,63,48,57,40,71,55,14,15,good_for_synthetic
199,clean/137344fa5e86db499493edc90dd42010535c2b94952d8dc4792548c4d981599f_right.png,137344fa5e86db499493edc90dd42010535c2b94952d8dc4792548c4d981599f_right.png,128,96,65,45,61,40,70,50,9,10,good_for_synthetic
200,clean/13d2a20585837034930f6a1a058450b0e77ed0399d94420bb508169b26722b15_left.png,13d2a20585837034930f6a1a058450b0e77ed0399d94420bb508169b26722b15_left.png,128,96,57,44,49,38,66,53,17,15,good_for_synthetic
201,clean/13d2a20585837034930f6a1a058450b0e77ed0399d94420bb508169b26722b15_right.png,13d2a20585837034930f6a1a058450b0e77ed0399d94420bb508169b26722b15_right.png,128,96,61,52,53,44,68,60,15,16,good_for_synthetic
202,clean/140faf67d4f6fc6e6e5ffa42095ee569ab86ca59390b359b49118420eaba6acd_left.png,140faf67d4f6fc6e6e5ffa42095ee569ab86ca59390b359b49118420eaba6acd_left.png,128,96,65,49,59,43,71,56,12,13,good_for_synthetic
203,clean/140faf67d4f6fc6e6e5ffa42095ee569ab86ca59390b359b49118420eaba6acd_right.png,140faf67d4f6fc6e6e5ffa42095ee569ab86ca59390b359b49118420eaba6acd_right.png,128,96,67,55,61,48,73,61,12,12,good_for_synthetic
204,clean/144e279819bbd9c1b3eafd4755bb045a9a9c89d7e072017902d10c111cf213a9_left.png,144e279819bbd9c1b3eafd4755bb045a9a9c89d7e072017902d10c111cf213a9_left.png,128,96,61,54,55,47,66,59,11,12,good_for_synthetic
205,clean/144e279819bbd9c1b3eafd4755bb045a9a9c89d7e072017902d10c111cf213a9_right.png,144e279819bbd9c1b3eafd4755bb045a9a9c89d7e072017902d10c111cf213a9_right.png,128,96,65,52,58,46,71,58,12,13,good_for_synthetic
206,clean/14739db2b1f99a9561b6ed50d9085710aff946ea14158be9eff8c1d5fc3d5596_left.png,14739db2b1f99a9561b6ed50d9085710aff946ea14158be9eff8c1d5fc3d5596_left.png,128,96,80,47,73,39,88,53,15,14,good_for_synthetic
207,clean/14739db2b1f99a9561b6ed50d9085710aff946ea14158be9eff8c1d5fc3d5596_right.png,14739db2b1f99a9561b6ed50d9085710aff946ea14158be9eff8c1d5fc3d5596_right.png,128,96,71,51,64,44,79,58,14,14,good_for_synthetic
208,clean/14d7e3fdac9d3f2f26338e2545bbc6cffeb19ccc760bb0e1c33d93ccba0c0136_left.png,14d7e3fdac9d3f2f26338e2545bbc6cffeb19ccc760bb0e1c33d93ccba0c0136_left.png,128,96,78,48,74,43,83,53,9,10,bad_for_synthetic
209,clean/14d7e3fdac9d3f2f26338e2545bbc6cffeb19ccc760bb0e1c33d93ccba0c0136_right.png,14d7e3fdac9d3f2f26338e2545bbc6cffeb19ccc760bb0e1c33d93ccba0c0136_right.png,128,96,74,47,69,41,79,52,10,11,bad_for_synthetic
210,clean/14d8e319daf0d9cd6b15d7e2babfec35915207b9d7eb06641410667bc6170cd7_left.png,14d8e319daf0d9cd6b15d7e2babfec35915207b9d7eb06641410667bc6170cd7_left.png,128,96,68,53,61,47,74,59,13,12,good_for_synthetic
211,clean/14d8e319daf0d9cd6b15d7e2babfec35915207b9d7eb06641410667bc6170cd7_right.png,14d8e319daf0d9cd6b15d7e2babfec35915207b9d7eb06641410667bc6170cd7_right.png,128,96,63,55,58,49,69,62,12,13,good_for_synthetic
212,clean/15144a6d795ba8842a29455c743443fdf8a593c75a818bb3b98730831b3ef640_left.png,15144a6d795ba8842a29455c743443fdf8a593c75a818bb3b98730831b3ef640_left.png,128,96,63,51,55,44,72,60,17,16,good_for_synthetic
213,clean/15144a6d795ba8842a29455c743443fdf8a593c75a818bb3b98730831b3ef640_right.png,15144a6d795ba8842a29455c743443fdf8a593c75a818bb3b98730831b3ef640_right.png,128,96,62,55,56,47,70,62,14,14,good_for_synthetic
214,clean/15225fc3d3b47e04ba05efee982c4961692e62b7ae4459853cafd755f39ea435_left.png,15225fc3d3b47e04ba05efee982c4961692e62b7ae4459853cafd755f39ea435_left.png,128,96,67,49,63,44,71,55,8,11,good_for_synthetic
215,clean/15225fc3d3b47e04ba05efee982c4961692e62b7ae4459853cafd755f39ea435_right.png,15225fc3d3b47e04ba05efee982c4961692e62b7ae4459853cafd755f39ea435_right.png,128,96,65,50,60,45,70,54,9,9,good_for_synthetic
216,clean/1543560733023d5adc65c7c4e2736445d066d7d254b0258ca6b4e0f2027f1348_left.png,1543560733023d5adc65c7c4e2736445d066d7d254b0258ca6b4e0f2027f1348_left.png,128,96,66,47,59,38,74,54,16,16,good_for_synthetic
